timestamp,headQuat,headEuler,headForw,headLatLon,headTilt,headUV
25.37383,"(-0.15444240,0.7518111,-0.1177562, -0.63012770)","(21.82036000,258.9367, 354.81980000)","(-0.91110100,-0.3716978, -0.17814490)","(-21.82036000, -101.06330000)",-4.808153,"(0.21987620, 0.61819090)"
25.38714,"(-0.15554520,0.7526578,-0.1190255, -0.62860550)","(22.00726000,258.7184, 354.77050000)","(-0.90922210,-0.3747241, -0.18137610)","(-22.00726000, -101.28160000)",-4.847514,"(0.21918210, 0.61920760)"
25.40106,"(-0.15704770,0.7533861,-0.1202156, -0.62713120)","(22.21708000,258.5036, 354.67880000)","(-0.90718470,-0.3781167, -0.18450930)","(-22.21708000, -101.49640000)",-4.925094,"(0.21841870, 0.62033920)"
25.41525,"(-0.15886010,0.7541143,-0.1214676, -0.62555630)","(22.45470000,258.2723, 354.55920000)","(-0.90488920,-0.3819529, -0.18784990)","(-22.45470000, -101.72770000)",-5.027145,"(0.21753470, 0.62161140)"
25.42716,"(-0.16096290,0.7548581,-0.1229551, -0.62382860)","(22.73402000,258.0203, 354.42490000)","(-0.90222190,-0.3864538, -0.19143970)","(-22.73403000, -101.97970000)",-5.140718,"(0.21658860, 0.62312070)"
25.44505,"(-0.16355230,0.7555096,-0.1247339, -0.62201080)","(23.07514000,257.7572, 354.26330000)","(-0.89906910,-0.391938, -0.19508810)","(-23.07514000, -102.24280000)",-5.276298,"(0.21557020, 0.62497020)"
25.45366,"(-0.16665070,0.7560431,-0.1267917, -0.62012110)","(23.47864000,257.4855, 354.07140000)","(-0.89541670,-0.3984072, -0.19874730)","(-23.47865000, -102.51450000)",-5.436245,"(0.21448360, 0.62716350)"
25.46657,"(-0.17015870,0.75663,-0.1292253, -0.61794650)","(23.94436000,257.174, 353.85800000)","(-0.89113610,-0.4058494, -0.20288590)","(-23.94437000, -102.82600000)",-5.611679,"(0.21317270, 0.62968220)"
25.48026,"(-0.17403610,0.7574128,-0.1318705, -0.61534340)","(24.45288000,256.7963, 353.60810000)","(-0.88623740,-0.4139448, -0.20792540)","(-24.45288000, -103.20370000)",-5.81652,"(0.21162530, 0.63244320)"
25.49339,"(-0.17776580,0.7583348,-0.1349976, -0.61245690)","(24.99217000,256.3857, 353.39510000)","(-0.88089880,-0.4224944, -0.21334450)","(-24.99217000, -103.61430000)",-5.984024,"(0.21005920, 0.63534590)"
25.50698,"(-0.18116230,0.7594579,-0.138066, -0.60937800)","(25.49950000,255.9453, 353.19800000)","(-0.87556930,-0.4305033, -0.21919230)","(-25.49951000, -104.05470000)",-6.136734,"(0.20839370, 0.63807090)"
25.5204,"(-0.18446160,0.760758,-0.1412748, -0.60602200)","(26.00996000,255.4647, 353.00620000)","(-0.86995260,-0.4385274, -0.22555760)","(-26.00996000, -104.53530000)",-6.282412,"(0.20666210, 0.64083480)"
25.53377,"(-0.18758710,0.7622281,-0.1443922, -0.60247020)","(26.49699000,254.9517, 352.81190000)","(-0.86426720,-0.4461508, -0.23236110)","(-26.49699000, -105.04830000)",-6.429712,"(0.20480750, 0.64346850)"
25.54708,"(-0.19058960,0.763741,-0.1473061, -0.59889580)","(26.95523000,254.4304, 352.60800000)","(-0.85865250,-0.4532941, -0.23924930)","(-26.95523000, -105.56960000)",-6.58517,"(0.20288610, 0.64594100)"
25.56097,"(-0.19317580,0.7655165,-0.1499698, -0.59512740)","(27.35725000,253.8754, 352.41360000)","(-0.85321860,-0.4595371, -0.24666480)","(-27.35724000, -106.12450000)",-6.733768,"(0.20094180, 0.64809380)"
25.57385,"(-0.19516430,0.7675517,-0.1524176, -0.59122260)","(27.69390000,253.2995, 352.25200000)","(-0.84809490,-0.4647478, -0.25444920)","(-27.69390000, -106.70050000)",-6.855865,"(0.19897370, 0.64987000)"
25.58686,"(-0.19695230,0.7697703,-0.1546313, -0.58715640)","(27.99176000,252.6941, 352.08260000)","(-0.84304110,-0.4693447, -0.26267300)","(-27.99177000, -107.30590000)",-6.986176,"(0.19690570, 0.65143820)"
25.6056,"(-0.19838480,0.7722094,-0.1566234, -0.58292810)","(28.24093000,252.0619, 351.92230000)","(-0.83814180,-0.4731803, -0.27132770)","(-28.24093000, -107.93810000)",-7.11083,"(0.19480960, 0.65276490)"
25.61475,"(-0.19958230,0.7747287,-0.1583401, -0.57869760)","(28.44642000,251.4257, 351.76220000)","(-0.83346340,-0.4763367, -0.28007510)","(-28.44642000, -108.57430000)",-7.237468,"(0.19272290, 0.65385410)"
25.62712,"(-0.20063180,0.7773144,-0.1599529, -0.57440780)","(28.63031000,250.7803, 351.60460000)","(-0.82880770,-0.4791563, -0.28894160)","(-28.63031000, -109.21970000)",-7.362766,"(0.19058870, 0.65476640)"
25.63999,"(-0.20106310,0.7801613,-0.1612242, -0.57002530)","(28.73661000,250.121, 351.47920000)","(-0.82459070,-0.4807839, -0.29815590)","(-28.73661000, -109.87900000)",-7.464926,"(0.18851130, 0.65529180)"
25.65354,"(-0.20051890,0.7832828,-0.1622446, -0.56562970)","(28.75111000,249.4688, 351.43400000)","(-0.82102980,-0.4810057, -0.30747940)","(-28.75111000, -110.53120000)",-7.503416,"(0.18662550, 0.65537050)"
25.66652,"(-0.19940560,0.7866151,-0.1625894, -0.56128320)","(28.66166000,248.8183, 351.40120000)","(-0.81818520,-0.4796365, -0.31705170)","(-28.66167000, -111.18160000)",-7.538561,"(0.18480360, 0.65488910)"
25.68077,"(-0.19844860,0.7899677,-0.1620917, -0.55704160)","(28.50156000,248.1647, 351.29840000)","(-0.81575610,-0.4771827, -0.32686170)","(-28.50157000, -111.83530000)",-7.640234,"(0.18291300, 0.65394370)"
25.69352,"(-0.19800630,0.7932466,-0.161194, -0.55278370)","(28.33607000,247.4955, 351.11630000)","(-0.81315270,-0.4746425, -0.33689340)","(-28.33607000, -112.50450000)",-7.812083,"(0.18078210, 0.65293380)"
25.70682,"(-0.19765770,0.7963771,-0.160327, -0.54864400)","(28.18037000,246.8478, 350.93390000)","(-0.81047530,-0.4722489, -0.34657000)","(-28.18038000, -113.15220000)",-7.983918,"(0.17869360, 0.65200280)"
25.72041,"(-0.19732880,0.7995306,-0.1595706, -0.54437980)","(28.03474000,246.1871, 350.75490000)","(-0.80752080,-0.4700068, -0.35637570)","(-28.03474000, -113.81290000)",-8.152421,"(0.17660500, 0.65109010)"
25.73318,"(-0.19683360,0.80262,-0.1591503, -0.54011930)","(27.91114000,245.5406, 350.61850000)","(-0.80436890,-0.4681017, -0.36588460)","(-27.91114000, -114.45940000)",-8.281975,"(0.17462610, 0.65032150)"
25.74727,"(-0.19614280,0.8055412,-0.1590816, -0.53602650)","(27.81181000,244.933, 350.53440000)","(-0.80117740,-0.466569, -0.37473730)","(-27.81181000, -115.06700000)",-8.363818,"(0.17283200, 0.64974070)"
25.76549,"(-0.19529210,0.8084927,-0.1591222, -0.53186520)","(27.71258000,244.3227, 350.47340000)","(-0.79786780,-0.4650365, -0.38359890)","(-27.71258000, -115.67730000)",-8.425387,"(0.17106010, 0.64920680)"
25.77378,"(-0.19448260,0.8113369,-0.1592815, -0.52776720)","(27.62903000,243.7263, 350.41950000)","(-0.79443910,-0.463745, -0.39218220)","(-27.62903000, -116.27370000)",-8.479453,"(0.16938850, 0.64870290)"
25.78703,"(-0.19368990,0.8140593,-0.159531, -0.52377630)","(27.55732000,243.1499, 350.37480000)","(-0.79097070,-0.4626358, -0.40041660)","(-27.55732000, -116.85010000)",-8.524543,"(0.16774280, 0.64826970)"
25.80053,"(-0.19272640,0.8167272,-0.1598976, -0.51985180)","(27.48806000,242.5907, 350.35930000)","(-0.78752120,-0.4615638, -0.40837360)","(-27.48807000, -117.40930000)",-8.54369,"(0.16617080, 0.64787250)"
25.81401,"(-0.19172730,0.8193569,-0.1603228, -0.51593750)","(27.42336000,242.037, 350.35260000)","(-0.78399740,-0.4605618, -0.41621020)","(-27.42336000, -117.96300000)",-8.554648,"(0.16462240, 0.64751940)"
25.82803,"(-0.19068880,0.8219437,-0.1609064, -0.51201120)","(27.37301000,241.4871, 350.36050000)","(-0.78032260,-0.4597816, -0.42390730)","(-27.37302000, -118.51290000)",-8.551525,"(0.16310080, 0.64726620)"
25.83993,"(-0.18969960,0.8244529,-0.1616251, -0.50810330)","(27.34056000,240.9436, 350.37300000)","(-0.77649400,-0.4592785, -0.43141700)","(-27.34056000, -119.05640000)",-8.543046,"(0.16164670, 0.64707100)"
25.85386,"(-0.18874100,0.8268737,-0.1623776, -0.50427200)","(27.31519000,240.4133, 350.38750000)","(-0.77264390,-0.4588852, -0.43868650)","(-27.31520000, -119.58680000)",-8.532188,"(0.16022600, 0.64693190)"
25.86709,"(-0.18787200,0.8292117,-0.1632078, -0.50047510)","(27.30442000,239.8894, 350.39860000)","(-0.76867520,-0.4587181, -0.44577570)","(-27.30442000, -120.11060000)",-8.523115,"(0.15881240, 0.64688520)"
25.88035,"(-0.18699040,0.8315575,-0.1639815, -0.49664550)","(27.28752000,239.3616, 350.40690000)","(-0.76465270,-0.458456, -0.45290660)","(-27.28752000, -120.63840000)",-8.517144,"(0.15736440, 0.64680470)"
25.89374,"(-0.18610260,0.8338246,-0.1647792, -0.49289980)","(27.27448000,238.8481, 350.42050000)","(-0.76065220,-0.4582537, -0.45979520)","(-27.27448000, -121.15190000)",-8.506069,"(0.15593020, 0.64674190)"
25.90697,"(-0.18493000,0.8362426,-0.1654728, -0.48899690)","(27.23307000,238.3169, 350.45370000)","(-0.75663830,-0.4576111, -0.46700140)","(-27.23307000, -121.68310000)",-8.479823,"(0.15450300, 0.64652880)"
25.92795,"(-0.18380490,0.8385936,-0.1662995, -0.48509900)","(27.20932000,237.7895, 350.49030000)","(-0.75246850,-0.4572425, -0.47404690)","(-27.20931000, -122.21050000)",-8.449176,"(0.15311780, 0.64639430)"
25.93349,"(-0.18265530,0.8409764,-0.1671482, -0.48110000)","(27.18637000,237.2501, 350.52780000)","(-0.74812650,-0.4568863, -0.48120860)","(-27.18637000, -122.74990000)",-8.417623,"(0.15169950, 0.64627700)"
25.947,"(-0.18164740,0.8433205,-0.1680351, -0.47705220)","(27.17601000,236.7034, 350.55070000)","(-0.74356960,-0.4567256, -0.48837070)","(-27.17602000, -123.29660000)",-8.398144,"(0.15023240, 0.64623530)"
25.96047,"(-0.18055360,0.8456498,-0.1689801, -0.47299320)","(27.16775000,236.1593, 350.58620000)","(-0.73895320,-0.4565972, -0.49544630)","(-27.16775000, -123.84070000)",-8.367246,"(0.14879230, 0.64622480)"
25.9738,"(-0.17944260,0.8479441,-0.1698656, -0.46897420)","(27.15383000,235.6219, 350.62190000)","(-0.73436550,-0.456381, -0.50241790)","(-27.15383000, -124.37810000)",-8.336658,"(0.14735030, 0.64618210)"
25.98687,"(-0.17847630,0.8500946,-0.1706773, -0.46513940)","(27.14323000,235.1083, 350.64390000)","(-0.72990130,-0.4562165, -0.50902920)","(-27.14323000, -124.89170000)",-8.317934,"(0.14593890, 0.64612500)"
26.00066,"(-0.17754430,0.8522077,-0.1711542, -0.46143950)","(27.10160000,234.6092, 350.64820000)","(-0.72570960,-0.4555698, -0.51555990)","(-27.10160000, -125.39080000)",-8.317249,"(0.14458010, 0.64587200)"
26.01388,"(-0.17669450,0.8541377,-0.1717623, -0.45795800)","(27.08132000,234.1428, 350.65840000)","(-0.72161940,-0.4552546, -0.52154440)","(-27.08132000, -125.85720000)",-8.309644,"(0.14331260, 0.64575270)"
26.02678,"(-0.17570850,0.8560691,-0.1722796, -0.45452380)","(27.04524000,233.6856, 350.68080000)","(-0.71766560,-0.4546939, -0.52745560)","(-27.04524000, -126.31440000)",-8.292495,"(0.14209380, 0.64556130)"
26.0418,"(-0.17467030,0.858017,-0.172879, -0.45100990)","(27.01491000,233.2207, 350.71110000)","(-0.71355460,-0.4542224, -0.53340590)","(-27.01491000, -126.77930000)",-8.267785,"(0.14086210, 0.64541040)"
26.05353,"(-0.17344830,0.8599448,-0.1734013, -0.44759650)","(26.96852000,232.7737, 350.76160000)","(-0.70966420,-0.4535008, -0.53917860)","(-26.96852000, -127.22630000)",-8.226383,"(0.13971750, 0.64519600)"
26.06738,"(-0.17221270,0.8617651,-0.173951, -0.44434740)","(26.92697000,232.3515, 350.82100000)","(-0.70593300,-0.4528545, -0.54459290)","(-26.92697000, -127.64840000)",-8.176589,"(0.13865270, 0.64501660)"
26.08576,"(-0.17095500,0.8635455,-0.1744941, -0.44115240)","(26.88502000,231.9385, 350.88480000)","(-0.70224900,-0.4522016, -0.54987280)","(-26.88503000, -128.06150000)",-8.122963,"(0.13761820, 0.64484170)"
26.09358,"(-0.16957430,0.8653457,-0.1749911, -0.43794940)","(26.83260000,231.5271, 350.96000000)","(-0.69860710,-0.4513854, -0.55515710)","(-26.83260000, -128.47290000)",-8.059806,"(0.13662770, 0.64454750)"
26.10712,"(-0.16807930,0.8671055,-0.1753809, -0.43487800)","(26.76521000,231.136, 351.04720000)","(-0.69521450,-0.4503354, -0.56024530)","(-26.76521000, -128.86390000)",-7.986893,"(0.13570400, 0.64420220)"
26.1204,"(-0.16649440,0.8689885,-0.1755847, -0.43163480)","(26.67260000,230.7213, 351.12990000)","(-0.69170360,-0.4488918, -0.56572280)","(-26.67260000, -129.27870000)",-7.919759,"(0.13471260, 0.64372050)"
26.13363,"(-0.16482900,0.8708897,-0.1757794, -0.42835060)","(26.57558000,230.3037, 351.22050000)","(-0.68814520,-0.447378, -0.57123470)","(-26.57559000, -129.69630000)",-7.845628,"(0.13372330, 0.64322400)"
26.14731,"(-0.16332400,0.87282,-0.1757719, -0.42498810)","(26.46531000,229.8702, 351.28100000)","(-0.68446070,-0.4456559, -0.57697870)","(-26.46531000, -130.12980000)",-7.799233,"(0.13263990, 0.64264690)"
26.16076,"(-0.16198690,0.8748291,-0.1754651, -0.42148100)","(26.33079000,229.4104, 351.30360000)","(-0.68060160,-0.4435529, -0.58313140)","(-26.33079000, -130.58960000)",-7.788203,"(0.13142160, 0.64192820)"
26.17368,"(-0.16083910,0.8768417,-0.1750475, -0.41789680)","(26.19364000,228.9361, 351.29810000)","(-0.67654970,-0.4414063, -0.58944120)","(-26.19364000, -131.06390000)",-7.802403,"(0.13013350, 0.64117520)"
26.18727,"(-0.15976630,0.879,-0.174528, -0.41397300)","(26.04635000,228.414, 351.26960000)","(-0.67199720,-0.4390981, -0.59633260)","(-26.04635000, -131.58600000)",-7.837819,"(0.12870950, 0.64033950)"
26.2007,"(-0.15828140,0.8813304,-0.1741344, -0.40973280)","(25.89008000,227.861, 351.28580000)","(-0.66709540,-0.436646, -0.60359250)","(-25.89008000, -132.13900000)",-7.833735,"(0.12726490, 0.63948730)"
26.2138,"(-0.15643850,0.8838012,-0.1735711, -0.40533380)","(25.69780000,227.294, 351.33140000)","(-0.66216250,-0.4336244, -0.61115500)","(-25.69779000, -132.70600000)",-7.805597,"(0.12582670, 0.63846090)"
26.22746,"(-0.15471870,0.8864087,-0.1730035, -0.40051410)","(25.50803000,226.6696, 351.35200000)","(-0.65650470,-0.4306377, -0.61931640)","(-25.50803000, -133.33040000)",-7.799484,"(0.12412600, 0.63741170)"
26.24588,"(-0.15297430,0.8891398,-0.1721434, -0.39546910)","(25.28444000,226.0147, 351.35730000)","(-0.65058760,-0.4271123, -0.62794160)","(-25.28444000, -133.98530000)",-7.809293,"(0.12238070, 0.63615300)"
26.25394,"(-0.15137790,0.8919393,-0.1711635, -0.39016920)","(25.05328000,225.3243, 351.33550000)","(-0.64419390,-0.4234608, -0.63694210)","(-25.05328000, -134.67570000)",-7.843876,"(0.12050410, 0.63484150)"
26.26678,"(-0.14980130,0.894839,-0.1700615, -0.38458010)","(24.80786000,224.5969, 351.30070000)","(-0.63732360,-0.4195766, -0.64635460)","(-24.80786000, -135.40310000)",-7.89113,"(0.11848520, 0.63348500)"
26.28061,"(-0.14824320,0.8976557,-0.1692293, -0.37894560)","(24.59311000,223.8694, 351.27800000)","(-0.63015110,-0.4161715, -0.65552350)","(-24.59311000, -136.13060000)",-7.925483,"(0.11647340, 0.63231830)"
26.29353,"(-0.14667640,0.9005206,-0.1683502, -0.37310430)","(24.37185000,223.1177, 351.25130000)","(-0.62259020,-0.4126569, -0.66490270)","(-24.37185000, -136.88230000)",-7.963682,"(0.11445090, 0.63108830)"
26.30661,"(-0.14506800,0.9033813,-0.1674617, -0.36717030)","(24.14787000,222.3581, 351.22980000)","(-0.61480300,-0.4090929, -0.67428490)","(-24.14787000, -137.64190000)",-7.99748,"(0.11233820, 0.62981150)"
26.32011,"(-0.14343150,0.9061576,-0.1666015, -0.36131690)","(23.92765000,221.6135, 351.21820000)","(-0.60702820,-0.4055828, -0.68338820)","(-23.92765000, -138.38650000)",-8.021841,"(0.11027380, 0.62859590)"
26.33381,"(-0.14144370,0.9089988,-0.1657354, -0.35531190)","(23.69200000,220.8597, 351.24580000)","(-0.59907170,-0.4018199, -0.69257050)","(-23.69200000, -139.14030000)",-8.011335,"(0.10829850, 0.62729620)"
26.34712,"(-0.13933060,0.9116546,-0.1648973, -0.34968820)","(23.45966000,220.1619, 351.30260000)","(-0.59163920,-0.3981033, -0.70105420)","(-23.45966000, -139.83810000)",-7.97361,"(0.10652710, 0.62603560)"
26.36087,"(-0.13706920,0.9142864,-0.164154, -0.34401440)","(23.23324000,219.4643, 351.38170000)","(-0.58405450,-0.394475, -0.70941500)","(-23.23324000, -140.53570000)",-7.914652,"(0.10477960, 0.62484460)"
26.37416,"(-0.13456180,0.9169182,-0.1634821, -0.33827180)","(23.00655000,218.766, 351.49310000)","(-0.57633820,-0.3908364, -0.71769150)","(-23.00655000, -141.23400000)",-7.825739,"(0.10301750, 0.62363140)"
26.38723,"(-0.13195580,0.9194005,-0.1629167, -0.33278890)","(22.79271000,218.1066, 351.62950000)","(-0.56893690,-0.3873983, -0.72541920)","(-22.79271000, -141.89340000)",-7.712739,"(0.10146320, 0.62247430)"
26.40538,"(-0.12918690,0.9219235,-0.1622721, -0.32716280)","(22.56525000,217.4339, 351.78040000)","(-0.56131130,-0.3837353, -0.73326450)","(-22.56525000, -142.56610000)",-7.586437,"(0.09988391, 0.62126200)"
26.41395,"(-0.12641390,0.9243779,-0.1617216, -0.32154500)","(22.35099000,216.7652, 351.93810000)","(-0.55357050,-0.3802794, -0.74090980)","(-22.35099000, -143.23480000)",-7.452641,"(0.09830093, 0.62015030)"
26.4267,"(-0.12374870,0.926783,-0.161137, -0.31590240)","(22.13951000,216.0932, 352.08380000)","(-0.54566500,-0.3768632, -0.74848100)","(-22.13951000, -143.90680000)",-7.329113,"(0.09666795, 0.61906740)"
26.44019,"(-0.12121990,0.9291522,-0.1605042, -0.31019410)","(21.92972000,215.4119, 352.21290000)","(-0.53752240,-0.3734691, -0.75603610)","(-21.92972000, -144.58810000)",-7.220452,"(0.09505886, 0.61796640)"
26.45523,"(-0.11883230,0.931434,-0.1599657, -0.30450060)","(21.73806000,214.7323, 352.33160000)","(-0.52922620,-0.370364, -0.76338080)","(-21.73807000, -145.26770000)",-7.120066,"(0.09338260, 0.61692400)"
26.46664,"(-0.11663520,0.933705,-0.1594452, -0.29861130)","(21.55577000,214.0262, 352.42640000)","(-0.52043590,-0.3674067, -0.77081750)","(-21.55577000, -145.97380000)",-7.041106,"(0.09158260, 0.61594090)"
26.48021,"(-0.11464730,0.9358864,-0.1588287, -0.29282420)","(21.37277000,213.3306, 352.49840000)","(-0.51168180,-0.3644342, -0.77805500)","(-21.37277000, -146.66940000)",-6.983031,"(0.08975667, 0.61496950)"
26.49351,"(-0.11281840,0.9380012,-0.1583783, -0.28695310)","(21.21479000,212.6241, 352.55750000)","(-0.50258870,-0.3618652, -0.78514850)","(-21.21479000, -147.37590000)",-6.935566,"(0.08794707, 0.61411180)"
26.50679,"(-0.11106140,0.940034,-0.1580857, -0.28108760)","(21.07857000,211.9195, 352.61530000)","(-0.49334950,-0.3596479, -0.79199710)","(-21.07858000, -148.08050000)",-6.888118,"(0.08612728, 0.61339620)"
26.52032,"(-0.10944800,0.9419953,-0.1576925, -0.27531640)","(20.93795000,211.2254, 352.65700000)","(-0.48417510,-0.3573568, -0.79866790)","(-20.93796000, -148.77460000)",-6.855637,"(0.08426285, 0.61260890)"
26.5337,"(-0.10796740,0.9438396,-0.1575322, -0.26961730)","(20.82961000,210.5404, 352.69370000)","(-0.47493430,-0.35559, -0.80498010)","(-20.82961000, -149.45960000)",-6.826364,"(0.08239532, 0.61202940)"
26.5467,"(-0.10687350,0.9455015,-0.1574778, -0.26420770)","(20.74838000,209.8858, 352.69630000)","(-0.46595720,-0.3542646, -0.81079010)","(-20.74838000, -150.11420000)",-6.827714,"(0.08062536, 0.61157540)"
26.5662,"(-0.10586770,0.9470848,-0.157494, -0.25887840)","(20.67912000,209.241, 352.69320000)","(-0.45701250,-0.353134, -0.81635530)","(-20.67913000, -150.75900000)",-6.833658,"(0.07887083, 0.61121160)"
26.57372,"(-0.10486450,0.9485748,-0.1575364, -0.25375510)","(20.61520000,208.6231, 352.69600000)","(-0.44837140,-0.3520899, -0.82158130)","(-20.61520000, -151.37690000)",-6.833945,"(0.07715642, 0.61083550)"
26.58714,"(-0.10405290,0.9499041,-0.1576879, -0.24897750)","(20.57238000,208.0458, 352.68780000)","(-0.44019370,-0.3513905, -0.82628950)","(-20.57238000, -151.95420000)",-6.843524,"(0.07553267, 0.61059000)"
26.60063,"(-0.10324790,0.9511184,-0.1578713, -0.24452090)","(20.53632000,207.5091, 352.68720000)","(-0.43253690,-0.350801, -0.83057250)","(-20.53631000, -152.49090000)",-6.84573,"(0.07402575, 0.61040150)"
26.61366,"(-0.10257810,0.952245,-0.1581275, -0.24021430)","(20.51384000,206.9892, 352.67640000)","(-0.42504480,-0.3504337, -0.83458550)","(-20.51384000, -153.01080000)",-6.856924,"(0.07259631, 0.61027770)"
26.62653,"(-0.10214020,0.9532336,-0.158329, -0.23631560)","(20.49488000,206.5157, 352.64610000)","(-0.41818440,-0.3501236, -0.83817370)","(-20.49487000, -153.48430000)",-6.886067,"(0.07125646, 0.61016460)"
26.63987,"(-0.10186210,0.9540662,-0.1588113, -0.23272450)","(20.51452000,206.0779, 352.61110000)","(-0.41171540,-0.3504446, -0.84123640)","(-20.51452000, -153.92210000)",-6.917953,"(0.06998402, 0.61024260)"
26.65357,"(-0.10177540,0.9547729,-0.1593471, -0.22947530)","(20.54791000,205.6789, 352.56230000)","(-0.40575830,-0.3509906, -0.84389930)","(-20.54791000, -154.32110000)",-6.962072,"(0.06879771, 0.61040190)"
26.66801,"(-0.10153880,0.9554449,-0.1598831, -0.22638970)","(20.57871000,205.3033, 352.53450000)","(-0.40013710,-0.3514937, -0.84637000)","(-20.57871000, -154.69670000)",-6.986598,"(0.06770891, 0.61056260)"
26.68044,"(-0.10112540,0.9560529,-0.1605594, -0.22351110)","(20.62266000,204.9572, 352.53540000)","(-0.39490360,-0.3522118, -0.84852700)","(-20.62266000, -155.04280000)",-6.983761,"(0.06674349, 0.61081260)"
26.69419,"(-0.10068070,0.9566306,-0.1612378, -0.22073450)","(20.66708000,204.6245, 352.54190000)","(-0.38985570,-0.3529374, -0.85055730)","(-20.66708000, -155.37550000)",-6.975611,"(0.06581545, 0.61107750)"
26.70715,"(-0.10033670,0.9571449,-0.1618771, -0.21817900)","(20.71149000,204.3171, 352.54030000)","(-0.38517340,-0.3536624, -0.85238740)","(-20.71149000, -155.68290000)",-6.975049,"(0.06494868, 0.61134250)"
26.72601,"(-0.10002310,0.9576505,-0.1624248, -0.21568290)","(20.74681000,204.0163, 352.53410000)","(-0.38060520,-0.3542389, -0.85419820)","(-20.74681000, -155.98370000)",-6.979209,"(0.06406945, 0.61152030)"
26.7333,"(-0.09971850,0.9581001,-0.1630415, -0.21334910)","(20.79159000,203.7355, 352.53180000)","(-0.37630310,-0.3549698, -0.85579930)","(-20.79160000, -156.26450000)",-6.979322,"(0.06326950, 0.61176170)"
26.74698,"(-0.09941132,0.9585289,-0.1635312, -0.21118080)","(20.82324000,203.4752, 352.53040000)","(-0.37233220,-0.3554862, -0.85732040)","(-20.82325000, -156.52480000)",-6.979125,"(0.06255287, 0.61192790)"
26.76056,"(-0.09905876,0.9589259,-0.163986, -0.20918200)","(20.85128000,203.2367, 352.53730000)","(-0.36869170,-0.3559434, -0.85870310)","(-20.85127000, -156.76330000)",-6.971392,"(0.06189930, 0.61208390)"
26.77403,"(-0.09871857,0.9593018,-0.1643887, -0.20729480)","(20.87464000,203.0117, 352.54400000)","(-0.36526020,-0.3563245, -0.86001050)","(-20.87464000, -156.98830000)",-6.964073,"(0.06128418, 0.61221650)"
26.7874,"(-0.09831434,0.9596679,-0.1646893, -0.20554600)","(20.88603000,202.8051, 352.55900000)","(-0.36212920,-0.3565103, -0.86125640)","(-20.88604000, -157.19490000)",-6.94958,"(0.06073499, 0.61228750)"
26.80073,"(-0.09795704,0.9599586,-0.1649852, -0.20411710)","(20.90057000,202.6369, 352.57550000)","(-0.35956500,-0.3567472, -0.86223220)","(-20.90057000, -157.36310000)",-6.933473,"(0.06029326, 0.61237760)"
26.81369,"(-0.09784075,0.9602275,-0.1650798, -0.20282730)","(20.89876000,202.4808, 352.56220000)","(-0.35721760,-0.3567179, -0.86321950)","(-20.89877000, -157.51920000)",-6.945938,"(0.05984432, 0.61236730)"
26.82758,"(-0.09773916,0.9604595,-0.1650127, -0.20183000)","(20.88108000,202.3602, 352.55030000)","(-0.35544270,-0.3564295, -0.86407090)","(-20.88108000, -157.63980000)",-6.957873,"(0.05949849, 0.61226920)"
26.84023,"(-0.09773640,0.9606452,-0.1649448, -0.20100170)","(20.86683000,202.2584, 352.53050000)","(-0.35394030,-0.3561972, -0.86478320)","(-20.86683000, -157.74160000)",-6.977045,"(0.05919182, 0.61218740)"
26.85413,"(-0.09773713,0.9608119,-0.1646353, -0.20045740)","(20.82724000,202.1914, 352.51160000)","(-0.35302170,-0.3555515, -0.86542420)","(-20.82725000, -157.80860000)",-6.996501,"(0.05898911, 0.61196920)"
26.86812,"(-0.09788685,0.9609267,-0.1642659, -0.20013720)","(20.78587000,202.1488, 352.47880000)","(-0.35247540,-0.3548765, -0.86592370)","(-20.78587000, -157.85120000)",-7.02906,"(0.05882937, 0.61172570)"
26.88532,"(-0.09829582,0.9609701,-0.1638378, -0.20007900)","(20.74567000,202.1331, 352.42000000)","(-0.35233070,-0.3542203, -0.86625120)","(-20.74567000, -157.86690000)",-7.085875,"(0.05870640, 0.61148200)"
26.89376,"(-0.09872348,0.9609659,-0.1634651, -0.20019320)","(20.71356000,202.1381, 352.36400000)","(-0.35248210,-0.3536963, -0.86640370)","(-20.71356000, -157.86190000)",-7.139767,"(0.05864418, 0.61128400)"
26.90687,"(-0.09963881,0.9608998,-0.1628957, -0.20052080)","(20.67167000,202.1593, 352.25070000)","(-0.35289930,-0.3530123, -0.86651270)","(-20.67167000, -157.84070000)",-7.2476,"(0.05854452, 0.61101080)"
26.91985,"(-0.10051080,0.9607511,-0.162568, -0.20106370)","(20.65824000,202.2078, 352.15240000)","(-0.35366460,-0.3527929, -0.86629000)","(-20.65824000, -157.79220000)",-7.34008,"(0.05853760, 0.61089900)"
26.93343,"(-0.10135220,0.9605468,-0.1622298, -0.20188900)","(20.64534000,202.2917, 352.06390000)","(-0.35496290,-0.3525823, -0.86584480)","(-20.64534000, -157.70830000)",-7.42349,"(0.05864269, 0.61079140)"
26.94729,"(-0.10225640,0.9602337,-0.1621832, -0.20295670)","(20.66938000,202.4041, 351.97940000)","(-0.35660320,-0.3529749, -0.86501040)","(-20.66938000, -157.59590000)",-7.501272,"(0.05882806, 0.61089430)"
